recall_number,classification,reason_for_recall,product_description,report_date
D-389-2013,Class II,"Lack of Assurance of Sterility: all sterile products compounded, repackaged, and distributed by this compounding pharmacy due to lack of sterility assurance and concerns associated with the quality control processes.","Methylprednisolone and Dexamethasone Injection, all strengths and all presentations including a) Methylpred/ Dexameth 1-2-3 mL and b) Methylpred/Dexa 3 mL PFS; Rx only, Green Valley Drugs, 1850 Whitney Mesa, #180, Henderson, NV  89014.",20130522
D-344-2013,Class II,"Lack of Assurance of Sterility: all sterile products compounded, repackaged, and distributed by this compounding pharmacy due to lack of sterility assurance and concerns associated with the quality control processes.","Bacteriostatic Water for Injection, all presentations including 30 mL, Rx only, Green Valley Drugs, 1850 Whitney Mesa, #180, Henderson, NV  89014.",20130522
D-092-2014,Class II,The firm received seven reports of adverse reactions in the form of skin abscesses potentially linked to compounded preservative-free methylprednisolone 80mg/ml 10 ml vials.,"Estradiol Pellets 15mg, Main Street Compounding Pharmacy, 126 East Main Street, Newbern, TN 38059, 888-658-6200",20131211
D-0072-2024,Class III,Labeling: Not Elsewhere Classified,"VANCOmycin HCI PF, 1.5 g added to 0.9% Sodium Chloride 250 mL IV Bag, Rx only, Leiters Compounding Health, 13796 Compark Blvd, Englewood, CO 80112, NDC 71449-029-68.",20231101
D-0230-2015,Class I,Non Sterility: Microbial contamination,"CALCIUM GLUCONATE 2 gm (PF) PRESERVATIVE FREE in 100 mL Sodium Chloride 0.9% for Injection, Rx Only Manufactured by Specialty Compounding, 211 S. Bell Blvd, Cedar Park, TX 78613",20141105
D-1309-2016,Class II,Lack of Assurance of Sterility,"Diltiazem HCI 250 mg in 5% Dextrose, 250 mL lntravia bag, Rx Only, Compounded by PHARMAKON Pharmaceuticals, Noblesville, IN 46060, NDC 45183-0853-02",20160720
D-0357-2017,Class II,Lack of Assurance of Sterility,"Forskolin/PAPAV/PHEN/PGE1, 100 mcg/30 mcg/3 mcg/60 mcg/mL, 5 mL vial, Injectable, Compounded by Wells Pharmacy, Ocala, FL",20170111
D-823-2013,Class III,"Subpotent drug: Two lots of Oxycodone and Acetaminophen Capsules, USP 5/500 mg are being recalled due to low out of specification (OOS) assay result obtained at expiry (24 months) for the oxycodone portion of the product.","Oxycodone and Acetaminophen Capsules, USP 5mg/500 mg, packaged in a)100-count bottle (NDC 0591-0737-01), b) 500-count bottle (NDC 0591-0737-05), Rx only, Manufactured by Watson Laboratories, Inc., Corona, CA92880.",20130731
D-1096-2016,Class II,Lack of Processing Controls,"All Jack Newman Cream Products, Rx Only, Compounded by RELIABLE DRUG/RELIABLE COMPOUNDING PHARMACY, 801 Irving St., SAN FRANCISCO, CA 94122.",20160713
D-0902-2017,Class II,CGMP Deviations,"Calcium Carbonate 600mg/Vitamin D3 400 International Units tablets, 60-count bottles,  Pk By Safecor Health Woburn, MA 01801, NDC 00904323392.",20170621
D-0497-2022,Class II,cGMP deviations,"Pain & Sinus Reliever Pain Reliever/Nasal Decongestant (acetaminophen 500mg, Phenylephrine HCl 5mg) 2 tablet packets, Mfg for Advanced First Aid, Baltimore, MD 21237, NDC 67060-194-68",20220209
D-1388-2019,Class II,Testing of Fexofenadine HCl and Pseudoephedrine Failed Impurities/Degradation Specifications: elevated substance results that were reported above or near the specification limit,"Allergy Relief D, Fexofenadine HCl 60 mg/ Pseudoephedrine HCl 120 mg,   Extended Release Tablets, USP, 20-count box, Distributed by: CVS Pharmacy, Inc. One CVS Drive, Woonsocket, RI 02895. Made in India.   UPC 0 50428 43023 1",20190626
D-0833-2020,Class I,Cross Contamination; Lamotrigine Tablets 100 mg USP was contaminated with enalapril maleate.,"Lamotrigine Tablets, USP, 100 mg, Rx Only, 100-count bottle,  Mfd. by: Taro Pharmaceutical Industries Ltd. Haifa Bay, Israel 2624761 Dist. by: Taro Pharmaceuticals U.S.A., Inc. Hawthorne, NY 10532, NDC 51672-4131-1.",20200219
D-0167-2020,Class III,"Labeling:Label Mix-up: Shipper Carton labelled Testosterone Cypionate Injection, USP, 200mg/mL, 1 ml single-dose  vials, found to contain shelf cartons labelled as Testosterone Cypionate Injection USP, 200mg/mL, 10 ml  multi-dose vials which contain Testosterone Cypionate Injection USP, 200mg/mL,1mL single-does vials","Testosterone Cypionate Injection, USP, 2000 mg/10 mL, 1 mL Vial, Single-Dose,  Rx only, Mfd. for: Wilshire Pharmaceuticals, Inc. Atlanta, GA 30328. NDC 52536-625-01",20191106
D-0801-2017,Class II,Labeling: Not Elsewhere Classified: Products may contain synthetic latex and/or natural latex.,"Ropi/ Epi/ Clon PeriCapsular injection all strengths, all dosage forms and all packaging, Rx  Only, Avella of Houston, Houston, TX 77054",20170531
D-1075-2023,Class II,Lack of assurance of sterility: Lack of validation data for sanitization cycles,"midazolam in dextrose 5%, 50 mg /50 mL, (1 mg/mL), 50 mL Syringe, Rx only, Central Admixture Pharmacy Services, Inc., 7935 Dunbrook Road, Suite C, San Diego, CA 92126, NDC 71286-4036-1",20230809
D-0534-2020,Class II,CGMP Deviations: Presence of NDMA impurity detected in product.,"Cool Mint Tablets Maximum Strength Zantac 150 mg Sanofi Distributed by: Chattem, Inc., a Sanofi Company P.O. Box 2219, Chattanooga, TN 37409-0219.    NDC's:    0597-0120-06,   0597-0120-08,   0597-0120-09,   0597-0120-24,   0597-0120-38,   0597-0120-50,   0597-0120-76,   0597-0120-78,   0597-0120-80,   0597-0120-82,   0597-0120-87.",20191211
D-1109-2016,Class II,Lack of Processing Controls,"All sulfapyridine Products, Rx Only, Compounded by RELIABLE DRUG/RELIABLE COMPOUNDING PHARMACY, 801 Irving St., SAN FRANCISCO, CA 94122.",20160713
D-1315-2020,Class III,Failed Impurities/ Degradation Specifications,"Olanzapine Tablets, USP 7.5 mg, 30-count bottle, Rx only, Manufactured for: Prasco Laboratories Mason, OH 45040 USA, Manufactured by: Aurolife Pharma LLC Dayton, NJ 08810, NDC 66993-682-30",20200624
D-622-2013,Class II,"Marketed without an approved NDA/ANDA: INK-EEZE Tattoo Numbing Spray contains 5% Lidocaine and is being marketed without an approved NDA/ANDA. Lidocaine 5% is an ingredient in many FDA approved products, making Ink-Eeze an unapproved new drug.","INK-EEZE Tattoo Black Label Numbing Spray, a) 0.27 oz. (8 mL), b) 2 oz. (59 mL), No Epinephrine, Active Ingredients: Lidocaine HCl 5% Topical Anesthetic, Distributed by: Indelicare, LLC 914 Tourmaline Drive, Newbury Park, CA 91320, (800) 611-7720, www.inkeeze.com.",20130703
D-1056-2014,Class II,Marketed without an Approved NDA/ANDA.,"Cornea Coat, Hydroxypropylmethylcellulose, 1.5ml Syringe,  Rx Only. Manufactured by: Insight Instruments, Inc., 2580 SE Willoughby  Blvd., Stuart, FL 34994, USA. Tel: 772-219-9393.",20140212
D-0894-2017,Class II,CGMP deviations- Lack of Quality Assurance,"Estradiol 12.5 mg pellet 99.5% Estradiol USP, .5% Stearic Acid NF in 1 count, 12 count, and 30 count bottles, Sterile Office Use Only, For Subcutaneous Use Only, Rx Only, Manufactured by: Qualgen 14844 Bristol Park Blvd Edmond, OK 73013, NDC: 69761-012-01",20170614
D-1040-2014,Class II,"Lack of Assurance of Sterility: The Mentholatum Company has recalled Rohto Arctic, Rohto Ice, Rohto Hydra, Rohto Relief and Rohto Cool eye drops, due to concerns related to the quality assurance of sterility controls.","ROHTO Cooling Eye Drops, Itch Relief, Soothes Itch & Burn, relief, Astringent, Lubricant, Redness Reliever Eye Drops, Sterile, Net. Wt. 0.4 FL OZ (13 mL).  UPC 3 10742  01099 2,  Manufactured by Rohto-Mentholatum (Vietnam) Co., Ltd. for The Mentholatum Company, Orchard Park, NY 14127.   Made in Vietnam.",20140205
D-483-2014,Class II,"Labeling: Label Mixup; diphenhydrAMINE HCl, Tablet, 25 mg may be potentially mislabeled as     ATORVASTATIN CALCIUM, Tablet, 40 mg, NDC 00378212177, Pedigree: AD33897_10, EXP: 5/9/2014;  ATORVASTATIN CALCIUM, Tablet, 10 mg, NDC 00378201577, Pedigree: W002774, EXP: 6/6/2014;  PRENATAL MULTIVITAMIN/ MULTIMINERAL, Tablet, NDC 51991056601, Pedigree: W003511, EXP: 6/21/2014;  VENLAFAXINE, Tablet, 25 mg","diphenhydrAMINE HCl, Tablet, 25 mg, Rx only, Distributed by: AidaPak Service, LLC, NDC 00904555159",20140122
D-304-2016,Class II,Lack of Assurance of Sterility:  A recall of all compounded sterile preparations within expiry is being initiated due to observations associated with poor sterile production practices resulting in a lack of sterility assurance for their finished drugs.,"DUAL TEST CYP/ENA 1:1 200 mg/mL Injection, packaged in a) 5 mL and b) 100 mL vials, Rx only, Essential Wellness PHARMACY, 4625 N. University, Peoria, IL 61614.",20151125
D-0281-2023,Class II,Lack of sterility assurance,"CEFOXITIN (a) 1GM IN NS 50ML,(b) 2GM IN NS 100ML, used with a home pump. Sentara Home Infusion Pharmacy Services, 535 Independence Pkwy, Ste 300, Chesapeake, VA 23320,",20230222
D-0195-2025,Class III,Labeling: Not Elsewhere Classified: Tablets/Capsules imprinted with wrong ID.,"Acetaminophen, 325 mg Tablets, 100 Tablets per bottle, Akron Pharma, Manufactured for: Akron Pharma Inc., Fairfield, NJ 07034, NDC 71399-8014-01.",20250122
D-0620-2016,Class II,Lack of Assurance of Sterility: Product sterility cannot be guaranteed.,"Dextrose-NaCl (D5-1/2NS) in NS, Packaged in  a) 1700ML Homepumps, b) 1800ML Homepumps, and c) 1920ML Homepumps, Rx Only. SENTARA HOME HEALTH SENTARA RX, 535 Independence Pkwy ste.300, Chesapeake, VA 23320-5176.",20160203
D-1205-2020,Class II,Lack of Processing Control,"Paregoric Compound (contains Morphine) Solution 480 mL bottle, Rx, The Medicine Shoppe Pharmacy, Port Charlotte, FL",20200422
D-816-2015,Class II,Penicillin Cross Contamination: All lots of all products repackaged and distributed between 01/05/12 and 02/12/15 are being recalled because they were repackaged in a facility with penicillin products without adequate separation which could introduce the potential for cross contamination with penicillin.,"Nevirapine active pharmaceutical ingredient packaged in varying grams or kg in bags or drums, Attix Pharmaceuticals, 184 Front Street East, Unit 801, Toronto, Ontario M5A 4N3, Canada",20150429
D-0979-2015,Class I,"Marketed Without An Approved NDA/ANDA: Product was found to contain undeclared sildenafil, making AMPD GOLD an unapproved drug.","AMPD GOLD Bee Pollen capsules, 350 mg, 60-count bottle, Signature, 1027 Highway 70 W, Suite 227, Garner, NC 27529, UPC 8 52175 00418 1.",20150513
D-0250-2020,Class II,Lack of Assurance of Sterility,"S-SODIUM SELINITE 0.219% INJ, 19ml glass vials, Rx only, Red Mountain Compounding Rx",20191113
D-1497-2019,Class II,"CGMP Deviations: products were manufactured with lack of process validation, cleaning validation, stability studies, and other current good manufacturing practice violations.","GENCONTUSS (Chlorpheniramine Maleate, 2mg; Dextromethorphan HBr, 10 mg; Phenylephrine HCl, 5 mg) in each 5 mL tsp, Cherry Flavor, 16 fl oz (474 mL) bottle, Manufactured in the USA for Kramer Novis, San Juan, PR 00917, NDC 52083-650-16.",20190731
D-496-2014,Class II,"Labeling: Label Mixup; OMEGA-3 FATTY ACID, Capsule, 1000 mg may be potentially mislabeled as    NORTRIPTYLINE HCL, Capsule, 50 mg, NDC 00093081201, Pedigree: AD21790_70, EXP: 5/1/2014.","OMEGA-3 FATTY ACID, Capsule, 1000 mg, Over The Counter, Distributed by: AidaPak Service, LLC, NDC 05445800022",20140122
D-0471-2016,Class II,Lack of Assurance of Sterility,"Hydroxocobalamin 1mg Injection, Rx, Western Drug Inc. 106 E. Main Street, Springerville, Arizona 85938",20151209
D-463-2013,Class II,Lack of Assurance of Sterility: FDA inspection findings resulted in concerns regarding quality control processes.,"Trimix Inj 30:1:40 MDV, 5 ml  Penile Injection, 30 and 90 day expiration,",20130605
D-0254-2020,Class II,Lack of Assurance of Sterility,"S-TRIMIX (15MG/0.5MG/10MCG/ML) INJ, Rx Only, 5ml glass vial, Red Mountain Compounding Rx.",20191113
D-0602-2019,Class I,Microbial contamination,"Dr. King's Natural Medicine Homeopathic No Sweat Anti-Perspirant, 2 fl. oz. (59 mL), King Bio, Inc., 3 Westside Dr. Asheville, NC 28806, UPC 357955508526, NDC 57955-5085-2",20190320
D-1151-2017,Class II,Lack of Assurance of Sterility.,"B-Complex, 30 mL vials, Rx only, Bella Pharma 3101 W. Devon Ave., Chicago, IL 60659,1 (877) BELLA.",20170920
D-464-2013,Class II,Lack of Assurance of Sterility: FDA inspection findings resulted in concerns regarding quality control processes.,"Trimix Inj 30:3:5 MDV, 10ml  Penile Injection, 90 day expiration,",20130605
D-0527-2023,Class II,cGMP Deviations for the manufacturing Firm (Accord Healthcare) after their inspection.,"Glimepiride Tablets USP, 4 mg, 90-count bottle, Rx only, Manufactured: Accord Healthcare, Inc., Durham, NC 27703, NDC 68788-8066-9",20230412
D-0801-2018,Class II,Lack of Assurance of Sterility,"Macroaggregated albumin (MAA) kit (for the preparation of Tc99m MAA), Aggregated and non-Aggregated Human Serum Albumin 2.5-5 mg Sodium Acetate Sol 200 mL/0.125 mL lyophilized powder in 10 mL glass vial, Rx only, AnazaoHealth, Tampa, FL",20180516
D-1083-2018,Class II,Lack of Assurance of Sterility: Practices at firm may call into question the sterility of products intended to be sterile.,"Triple P (Prostaglandin/Papaverine/Phentolamine) Injection, 0.008/22.5/0.83 mg/mL, packaged in a) 5 mL and b) 10 mL vials, Rx only, Ranier's Rx Laboratory, 1107 Lowry Avenue Suite A, Jeannette, PA 15644.",20180822
D-499-2015,Class II,Penicillin Cross Contamination: All lots of all products repackaged and distributed between 01/05/12 and 02/12/15 are being recalled because they were repackaged in a facility with penicillin products without adequate separation which could introduce the potential for cross contamination with penicillin.,"Acetazolamide active pharmaceutical ingredient packaged in varying grams or kg in bags or drums, Attix Pharmaceuticals, 184 Front Street East, Unit 801, Toronto, Ontario M5A 4N3, Canada",20150429
D-1054-2017,Class II,"Microbial contamination of non-sterile products: product was found to contain mold, identified as Rhinocladiella similis.","Magnesium Citrate Oral Solution, packaged in a 10 fl. oz. (296 mL) glass bottle, OTC, labeled as: a) GoodSense Magnesium Citrate Oral Solution Saline Laxative Very Low Sodium, UPC# 846036007381, NDC 50804-686-38, Distributed by: Geiss, Desitin &Dunn, Inc., Peachtree City, GA 30269; b) Premier Value Magnesium Citrate Oral Solution saline laxative very low sodium, UPC# 840986010255, NDC 68016-826-38, Distributed by: Chain Drug Consortium, Boca Raton, FL 33431; c) Swan Very Low Sodium Citroma Magnesium Citrate, UPC# 308690686383, NDC 0869-686-38, Distributed by: Vi-Jon, Smyrna, TN, 37167 ; d) ShopRite Magnesium Citrate Oral Solution Saline Laxative Low Sodium, UPC# 041190211487, NDC 41190-686-38, Distributed by: Wakefern Food Corporation, Jamesburg, NJ 08831",20170809
D-0450-2016,Class II,Lack of Assurance of Sterility,"Sermorelin Injection 10mg/10mL,10mg/mL, 20mg/10mL, 9mg/9mL, Rx, Western Drug Inc. 106 E. Main Street, Springerville, Arizona 85938",20151209
D-0384-2022,Class III,Failed Dissolution Specifications,"QC QUALITY CHOICE, Fexofenadine HCl 60mg and Pseudoephedrine HCl 120mg, Extended-Release Tablets, USP,  Allergy & Congestion, 10 Tablets per box, NDC 63868-729-10, Distributed by C.D.M.A., Inc., 43157 W 9 Mile Rd, Novi, MI 48375, Made in India.",20220126
D-0787-2023,Class II,CGMP Deviations: Firm went out of business and could no longer continue stability studies.,"Azelastine Hydrochloride Nasal Spray, 0.15%, 105.5 mcg per spray, Rx Only, For Intranasal Use Only, Manufactured by: Hi-Tech Pharmacal Co., INC., Amityville, NY 11701.  ALL NDCs",20230607
D-0600-2023,Class II,Lack of Assurance of Sterility,"Ampicillin and Sulbactam for Injection, USP 3 grams vials, Rx only, Mfg. for: Piramal Critical Care, Bethlehem, PA 18017 USA, NDC 66794-242-41",20230524
D-1003-2014,Class II,"Labeling: Label Mixup: AMANTADINE HCL, Capsule, 100 mg may have potentially been mislabeled as one of the following drugs:  ACARBOSE, Tablet, 25 mg, NDC 00054014025, Pedigree: W002725, EXP: 6/6/2014;  clomiPRAMINE HCl, Capsule, 50 mg, NDC 51672401205, Pedigree: W002998, EXP: 6/11/2014;  ASPIRIN EC DR, Tablet, 81 mg, NDC 49348098015, Pedigree: W003672, EXP: 2/28/2014;  NIACIN TR, Capsule, 500 mg, N","AMANTADINE HCL, Capsule, 100 mg, Rx only, Distributed by: AidaPak Service, LLC, NDC 00781204801.",20140129
D-977-2014,Class II,"Labeling: Label Mixup:MINOXIDIL, Tablet, 2.5 mg may have potentially been mislabeled as the following drug:  methylPREDNISolone, Tablet, 4 mg, NDC 00781502201, Pedigree: AD52778_43, EXP: 5/20/2014.","MINOXIDIL, Tablet, 2.5 mg, Rx only, Distributed by: AidaPak Service, LLC, NDC 00591564201.",20140129
D-0437-2016,Class II,Lack of Assurance of Sterility,"Marcaine 0.24%/Ethanol 4% Injection, Rx, Western Drug Inc. 106 E. Main Street, Springerville, Arizona 85938",20151209
